Date, Open, High, Low, Close
04/18/01, 10226.88, 10687.14, 10226.88, 10615.83
04/17/01, 10151.73, 10219.40, 10075.54, 10216.73
04/16/01, 10118.16, 10184.65, 10046.52, 10158.56
04/12/01, 10013.08, 10127.46, 9934.35, 10126.94
04/11/01, 10109.05, 10173.79, 9951.92, 10013.47
04/10/01, 9850.35, 10155.24, 9849.50, 10102.74
04/09/01, 9793.58, 9935.59, 9775.79, 9845.15
04/06/01, 9913.94, 9913.94, 9698.07, 9791.09
04/05/01, 9527.21, 9929.79, 9527.21, 9918.05
04/04/01, 9480.95, 9625.90, 9375.72, 9515.42
04/03/01, 9774.78, 9774.78, 9428.07, 9485.71
04/02/01, 9877.16, 9992.53, 9705.07, 9777.93
03/30/01, 9799.47, 9908.14, 9760.64, 9878.78
03/29/01, 9784.94, 9882.80, 9687.61, 9799.06
03/28/01, 9941.20, 9941.20, 9695.81, 9785.35
03/27/01, 9687.93, 9960.88, 9649.81, 9947.54
03/26/01, 9509.25, 9724.87, 9509.25, 9687.53
03/23/01, 9395.58, 9529.40, 9338.15, 9504.78
03/22/01, 9490.66, 9497.78, 9106.54, 9389.48
03/21/01, 9717.46, 9719.44, 9461.54, 9487.00
03/20/01, 9961.14, 10019.94, 9718.16, 9720.76
03/19/01, 9820.05, 9992.66, 9794.07, 9959.11
03/16/01, 10023.55, 10049.72, 9814.35, 9823.41
03/15/01, 9982.92, 10097.73, 9980.85, 10031.28
03/14/01, 10279.42, 10279.42, 9895.57, 9973.46
03/13/01, 10206.89, 10293.08, 10108.09, 10290.80
03/12/01, 10638.52, 10638.63, 10166.62, 10208.25
03/09/01, 10850.11, 10850.11, 10579.27, 10644.62
03/08/01, 10727.16, 10859.50, 10711.30, 10858.25
03/07/01, 10591.86, 10731.48, 10591.86, 10729.60
03/06/01, 10570.17, 10690.93, 10570.17, 10591.22
03/05/01, 10468.93, 10571.62, 10468.53, 10562.30
03/02/01, 10438.04, 10579.27, 10302.06, 10466.31
03/01/01, 10493.25, 10493.25, 10302.89, 10450.14
02/28/01, 10639.32, 10684.77, 10423.50, 10495.28
02/27/01, 10638.44, 10698.43, 10560.12, 10636.88
02/26/01, 10447.59, 10642.53, 10421.91, 10642.53
02/23/01, 10529.25, 10529.25, 10294.01, 10441.90
02/22/01, 10527.80, 10566.19, 10372.43, 10526.81
02/21/01, 10721.29, 10746.21, 10520.27, 10526.58
02/20/01, 10800.23, 10903.17, 10727.53, 10730.88
02/16/01, 10884.11, 10884.11, 10722.15, 10799.82
02/15/01, 10800.65, 10922.58, 10800.65, 10891.02
02/14/01, 10899.42, 10917.91, 10780.41, 10795.41
02/13/01, 10950.18, 11012.90, 10894.34, 10903.32
02/12/01, 10779.42, 10953.63, 10771.65, 10946.77
02/09/01, 10878.51, 10889.22, 10754.96, 10781.45
02/08/01, 10940.62, 10965.20, 10871.50, 10880.55
02/07/01, 10948.95, 11004.04, 10911.26, 10946.72
02/06/01, 10965.03, 11035.14, 10932.18, 10957.42
02/05/01, 10860.44, 10977.66, 10851.43, 10965.85
02/02/01, 10982.71, 11022.78, 10848.58, 10864.10
02/01/01, 10884.82, 10983.80, 10864.17, 10983.63
01/31/01, 10882.25, 10957.50, 10832.58, 10887.36
01/30/01, 10702.19, 10900.77, 10682.96, 10881.20
01/29/01, 10657.13, 10725.14, 10612.53, 10702.19
01/26/01, 10727.08, 10742.94, 10625.01, 10659.98
01/25/01, 10644.53, 10778.72, 10633.44, 10729.52
01/24/01, 10651.85, 10680.31, 10619.72, 10646.97
01/23/01, 10575.80, 10679.09, 10553.84, 10649.81
01/22/01, 10581.90, 10634.36, 10509.92, 10578.24
01/19/01, 10686.00, 10717.72, 10564.01, 10587.59
01/18/01, 10584.57, 10737.24, 10567.47, 10678.28
01/17/01, 10660.95, 10705.93, 10545.30, 10584.34
01/16/01, 10525.78, 10664.05, 10486.64, 10652.66
01/12/01, 10608.74, 10623.89, 10468.04, 10525.38
01/11/01, 10600.20, 10638.02, 10552.62, 10609.55
01/10/01, 10568.48, 10611.59, 10472.51, 10604.27
01/09/01, 10625.21, 10680.72, 10531.07, 10572.55
01/08/01, 10658.73, 10700.85, 10516.02, 10621.35
01/05/01, 10912.81, 10919.42, 10627.75, 10662.01
01/04/01, 10944.94, 11028.00, 10888.42, 10912.41
01/03/01, 10637.42, 11019.05, 10581.09, 10945.75
01/02/01, 10790.92, 10797.02, 10585.36, 10646.15
